PLAYER,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,Season,Team,GW18,GW19,GW20,GW21
DJ Ivey,,,,,,,,,,,,,,,IR,IR,IR,23,CIN,,,,
Charlie Jones,,,,O,IR,IR,IR,IR,Q,Q,,,,,,,,23,CIN,,,,
Jaxson Kirkland,,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,23,CIN,,,,
Devonnsha Maxwell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23,CIN,,,,
Joe Mixon,,,,,,,,Q,,,,,,,,,,23,CIN,,,,
Joseph Ossai,O,Q,,,,,,,,,,,,,,,,23,CIN,,,,
Tautala Pesefea,IR,IR,,,,,,,,,,,,,,,,23,CIN,,,,
Germaine Pratt,,,,,,,,,,,Q,,,,,,,23,CIN,,,,
D.J. Reader,,,,,,,,,,,,,Q,,IR,IR,IR,23,CIN,,,,
Drew Sample,,,,,,,,,,,,,,Q,,,,23,CIN,,,,
Max Scharping,,,,,,,,Q,,,,,,,,,,23,CIN,,,,
D'Ante Smith,,,,,,,,,,,D,Q,Q,,,,,23,CIN,,,,
Irv Smith Jr.,,,D,O,,,,,,,,,,,,,,23,CIN,,,,
Cam Taylor-Britt,,,,,Q,,,,,,O,O,IR,IR,IR,IR,,23,CIN,,,,
Marvell Tell III,IR,IR,IR,,,,,,,,,,,,,,,23,CIN,,,,
Jay Tufele,,,,,,,,,,,,Q,,,,,,23,CIN,,,,
Josh Tupou,,,,,,Q,,O,D,,,,,,,,,23,CIN,,,,
Erick All,,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Daijahn Anthony,,,,Q,,,,,,,,,,,,,,24,CIN,,,,
Joe Bachie,,,,,,,,,,,O,,,O,IR,IR,IR,24,CIN,,,,
Vonn Bell,,,Q,,,,,,,,,,,,,,,24,CIN,,,,
Chase Brown,,,,,,Q,,,,,,,,,,,Q,24,CIN,,,,
Orlando Brown Jr.,,,,,,,,,D,Q,Q,Q,O,O,Q,,,24,CIN,,,,
Trent Brown,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Jermaine Burton,,,,,,,,,,,,,,,,,O,24,CIN,,,,
Alex Cappa,,,,,,,,,,,,,,,Q,,,24,CIN,,,,
Ja'Marr Chase,Q,,,,,,,,,,,,,,,,,24,CIN,,,,
Chris Evans,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Cody Ford,,,,,,,,,,,,,,Q,,,,24,CIN,,,,
Trey Hendrickson,,,,,,,,,,,Q,,,,,,,24,CIN,,,,
Tee Higgins,D,D,,,,,,Q,D,D,,,,,,Q,Q,24,CIN,,,,
B.J. Hill,,,D,D,,,,,,Q,Q,,,,,,,24,CIN,,,,
Daxton Hill,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Mike Hilton,,,,,Q,Q,,,,,,,,,,,,24,CIN,,,,
Sam Hubbard,,,,,,,,,,,,,,,O,O,O,24,CIN,,,,
Tanner Hudson,,D,O,Q,,,,,,,,,,,O,D,,24,CIN,,,,
DJ Ivey,,,,,,D,Q,,,,,,,,,,,24,CIN,,,,
McKinnley Jackson,IR,IR,IR,IR,Q,,,,,,,,,,,,,24,CIN,,,,
Kris Jenkins,O,O,Q,,,,,,,,,,,,,,,24,CIN,,,,
Charlie Jones,,,,,,,,,Q,D,O,D,Q,Q,Q,Q,Q,24,CIN,,,,
Jaxson Kirkland,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Evan McPherson,,,,,,,,,,,,,IR,IR,IR,IR,IR,24,CIN,,,,
Amarius Mims,O,D,,,,,,,,,,,,,,Q,Q,24,CIN,,,,
Zack Moss,,,,,,,,,D,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Myles Murphy,,,,,Q,,,,,,,,,,,,,24,CIN,,,,
Joseph Ossai,,,,,,,,,,,,,,,,Q,,24,CIN,,,,
Sheldon Rankins,,,O,O,D,,,,,,Q,O,O,O,O,O,,24,CIN,,,,
Lance Robinson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Cameron Sample,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Drew Sample,,,,,,,,,,,,,,,,,Q,24,CIN,,,,
D'Ante Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Geno Stone,,,,,,,,,Q,,,,,,,Q,,24,CIN,,,,
Cam Taylor-Britt,,,,,,,,,,,,,,,,,Q,24,CIN,,,,
DJ Turner,,,,,,,,,,,,IR,IR,IR,IR,IR,IR,24,CIN,,,,
Logan Wilson,,,,,,,,,,,,Q,IR,IR,IR,IR,IR,24,CIN,,,,
Mike Adams,,,,,,,,,,,,Q,Q,,,,,11,CLE,,,,
Marcus Benard,,,,,O,O,O,O,O,O,O,O,O,O,O,O,,11,CLE,,,,
Sheldon Brown,,,,Q,,,,,,,,,,,,,,11,CLE,,,,
Titus Brown,O,O,O,Q,P,P,,,,,,,,,IR,IR,,11,CLE,,,,
Josh Cribbs,P,,Q,P,P,P,,,,,,,,Q,Q,Q,,11,CLE,,,,
Phil Dawson,,,,,,,Q,,Q,,,,,,,,,11,CLE,,,,
Auston English,,,,,,,O,Q,Q,Q,P,,,,,,,11,CLE,,,,
Scott Fujita,,,,,,D,P,,,,,IR,IR,IR,IR,IR,,11,CLE,,,,
Chris Gocong,Q,,,Q,,,,Q,,,,,P,,,,,11,CLE,,,,
Joe Haden,,,,,Q,,Q,,,,,,,,Q,,,11,CLE,,,,
Eric Hagg,O,Q,Q,Q,P,,,,,,,,,,,,,11,CLE,,,,
Montario Hardesty,,,,,,,,O,O,Q,Q,Q,P,Q,P,,,11,CLE,,,,
Artis Hicks,,,,,,Q,P,Q,,,,,,Q,,,,11,CLE,,,,
Peyton Hillis,,,Q,P,,Q,Q,P,O,O,,P,Q,P,,P,,11,CLE,,,,
Reggie Hodges,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,CLE,,,,
Brandon Jackson,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,CLE,,,,
Ben Jacobs,,,,,,,,,,,,,,,Q,,,11,CLE,,,,
Shawn Lauvao,,,,,,,Q,P,,,P,,,Q,P,P,,11,CLE,,,,
Alex Mack,,,,,,Q,,,,,,,,,,,,11,CLE,,,,
Kaluka Maiava,,,,,,,Q,Q,Q,,,Q,,,,Q,,11,CLE,,,,
Owen Marecic,,,,,,,,,,,Q,P,,Q,Q,P,,11,CLE,,,,
Mohamed Massaquoi,P,P,Q,P,Q,,Q,Q,O,Q,,,,,Q,Q,,11,CLE,,,,
Brad Maynard,,,,,,,,,Q,,,,,,,,,11,CLE,,,,
Colt McCoy,,,,,,,,,,,P,P,P,D,D,D,,11,CLE,,,,
Richmond McGee,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,CLE,,,,
Carlton Mitchell,P,P,P,P,Q,,,,,,,,,,,,,11,CLE,,,,
Jayme Mitchell,,,,,,,,,Q,Q,P,Q,P,,,,,11,CLE,,,,
Evan Moore,,,,,,P,,,,,,,,,,,,11,CLE,,,,
Jordan Norwood,,,,,,,,,P,,,,,,Q,O,,11,CLE,,,,
Tony Pashos,D,Q,Q,P,Q,Q,Q,Q,Q,Q,Q,P,Q,Q,P,Q,,11,CLE,,,,
Dimitri Patterson,,P,,,,,,Q,Q,Q,,P,,,,P,,11,CLE,,,,
Scott Paxson,,,P,,,,,,,,,P,,,Q,Q,,11,CLE,,,,
Jason Pinkston,P,P,,,,,,,,,,,,,,,,11,CLE,,,,
Brian Schaefering,,,,,,,,,,,Q,,,Q,P,,,11,CLE,,,,
Jabaal Sheard,,,,,,,,,,Q,P,,,P,,,,11,CLE,,,,
Buster Skrine,,,,,,Q,P,,,,,,,,,,,11,CLE,,,,
Alex Smith,,,,,,,,,,,,,,,IR,IR,,11,CLE,,,,
Quinton Spears,,,,,,,,,P,,Q,Q,Q,Q,,D,,11,CLE,,,,
Eric Steinbach,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,11,CLE,,,,
Emmanuel Stephens,,,,,,,,,,,P,IR,IR,IR,IR,IR,,11,CLE,,,,
Joe Thomas,,,,P,,,,,,,,,,,,,,11,CLE,,,,
Raymond Ventrone,,,,,,Q,Q,Q,Q,,,,,,,,,11,CLE,,,,
T.J. Ward,P,P,,,,,,Q,D,O,O,O,O,O,O,IR,,11,CLE,,,,
Ben Watson,Q,,,,,,Q,,,,P,,,O,IR,IR,,11,CLE,,,,
Usama Young,Q,P,,,,,,,Q,P,,,,,Q,,,11,CLE,,,,
Emmanuel Acho,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Johnson Bademosi,,,,,,,,P,P,,,P,,,,,,12,CLE,,,,
Marcus Benard,IR,IR,IR,IR,IR,,,,,,,,,,,,,12,CLE,,,,
Travis Benjamin,,,,,D,Q,P,P,,,,,P,P,P,,,12,CLE,,,,
Sheldon Brown,Q,P,,Q,,,,,,,,,,,,D,,12,CLE,,,,
Jordan Cameron,Q,P,,,,,,,,P,P,P,P,,Q,Q,,12,CLE,,,,
Tank Carder,,,,,,,P,P,,,,,,,,,,12,CLE,,,,
Josh Cooper,,,,,,,,,,P,Q,,,,,,,12,CLE,,,,
Oniel Cousins,Q,Q,Q,,,,,,,,,,,,P,,,12,CLE,,,,
Josh Cribbs,,P,Q,Q,Q,,,,,P,P,Q,P,Q,Q,Q,,12,CLE,,,,
Auston English,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Scott Fujita,D,P,P,,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Tashaun Gipson,,,,,Q,Q,Q,Q,P,,,,,,,Q,,12,CLE,,,,
Chris Gocong,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Josh Gordon,,P,,,,,P,,,,,,,,,,,12,CLE,,,,
John Greco,Q,Q,,,,,,P,,,,,,,,P,,12,CLE,,,,
Joe Haden,,,,,,,,,,Q,Q,,,,,,,12,CLE,,,,
Eric Hagg,Q,,,,,,,,,,,,,,,,,12,CLE,,,,
Montario Hardesty,,,,,,,,P,,,,,,P,P,,,12,CLE,,,,
John Hughes,,,,,,,,P,Q,,,,,,,P,,12,CLE,,,,
D'Qwell Jackson,,,,,,Q,,,Q,P,,,,,,,,12,CLE,,,,
James-Michael Johnson,Q,Q,Q,Q,Q,,,,P,,,,P,P,IR,IR,,12,CLE,,,,
Ishmaa'ily Kitchen,,,,,,,,,,,,,,,,Q,,12,CLE,,,,
Shawn Lauvao,,,,,,,,,P,,,P,,P,P,,,12,CLE,,,,
Thaddeus Lewis,Q,,,,,,,,,,,,,,,,,12,CLE,,,,
Greg Little,,,P,,,,P,,,,,P,,,,,,12,CLE,,,,
Alex Mack,,P,,,,,,,,,,,,,,,,12,CLE,,,,
Mohamed Massaquoi,,,,Q,D,Q,P,Q,P,P,,,,,Q,IR,,12,CLE,,,,
Colt McCoy,,,,,,,,,,,,,,,,Q,,12,CLE,,,,
Ryan Miller,,,,,,,,P,,,,,P,,,,,12,CLE,,,,
Jordan Norwood,,,,,,Q,O,O,O,O,O,O,O,O,O,O,,12,CLE,,,,
Chris Ogbonnaya,P,P,,,,,,P,P,,,,,,,,,12,CLE,,,,
Juqua Parker,,,Q,,,,,P,P,,P,,,Q,Q,Q,,12,CLE,,,,
Dimitri Patterson,Q,,,,,O,Q,Q,Q,O,O,Q,P,,,,,12,CLE,,,,
Scott Paxson,IR,,,,,,,,,,,,,,,,,12,CLE,,,,
Jason Pinkston,,,,P,,Q,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Trent Richardson,P,P,P,P,,,P,Q,Q,P,P,P,P,P,P,D,,12,CLE,,,,
Ahtyba Rubin,,,,,,Q,Q,Q,Q,Q,Q,,,,,,,12,CLE,,,,
Frostee Rucker,,,,P,Q,P,P,P,P,P,P,P,P,P,Q,P,,12,CLE,,,,
Brian Sanford,,,,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Jarrod Shaw,,,,,,,,Q,P,,P,,,,,,,12,CLE,,,,
Buster Skrine,,,,,,,,P,,Q,Q,,,,,,,12,CLE,,,,
Alex Smith,,,Q,Q,D,Q,,,,,,Q,,,P,Q,,12,CLE,,,,
Emmanuel Stephens,,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Phil Taylor,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,P,,,P,,Q,,,12,CLE,,,,
Joe Thomas,,Q,,,,,,,,,,,,Q,Q,Q,,12,CLE,,,,
Raymond Ventrone,Q,Q,Q,Q,Q,Q,Q,P,Q,P,Q,Q,Q,,,,,12,CLE,,,,
T.J. Ward,Q,,,,Q,Q,Q,P,Q,P,P,P,,,IR,IR,,12,CLE,,,,
Ben Watson,P,Q,,,,,,,,,,,,,,,,12,CLE,,,,
Brandon Weeden,,,,,,,P,,P,P,,P,,,,Q,,12,CLE,,,,
Eddie Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,12,CLE,,,,
Billy Winn,,,Q,,,,,,,,,,,,,,,12,CLE,,,,
Usama Young,Q,,,,Q,,,P,,P,,Q,Q,,,,,12,CLE,,,,
Christian Yount,,,,P,,,Q,P,P,,,,,,,,,12,CLE,,,,
Josh Aubrey,,,,,,,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,CLE,,,,
Gary Barnidge,P,,,,,,,,,,,,,,,,,13,CLE,,,,
Travis Benjamin,,Q,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,13,CLE,,,,
Davone Bess,P,,,,,,,,,,,,,,Q,O,,13,CLE,,,,
Armonty Bryant,,,,,,,,P,,,Q,Q,,,,,,13,CLE,,,,
Desmond Bryant,Q,,P,P,,P,,,P,,,,O,O,O,O,,13,CLE,,,,
Jordan Cameron,P,,,,,,,,,,,,,P,Q,Q,,13,CLE,,,,
Jason Campbell,,,,,,,,,,P,Q,D,D,,,,,13,CLE,,,,
Tank Carder,,,,,,,,P,,,,D,Q,P,P,P,,13,CLE,,,,
Josh Cooper,,,P,,,,,,,,,Q,,,,,,13,CLE,,,,
Oniel Cousins,,,,Q,P,,,,,,,,,,,,,13,CLE,,,,
Billy Cundiff,,,,Q,Q,,,,,,,,,,,,,13,CLE,,,,
Armanti Edwards,,,,,,,,,,,IR,IR,IR,IR,,,,13,CLE,,,,
Chris Faulk,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,13,CLE,,,,
Reid Fragel,,,,,,,,,,,,,,Q,,,,13,CLE,,,,
Garrett Gilkey,P,,,,,,,,,,,,,,,,,13,CLE,,,,
Josh Gordon,,,P,P,P,,,,,,,,,,,,,13,CLE,,,,
MarQueis Gray,,,,,,,,,,Q,Q,Q,Q,P,,,,13,CLE,,,,
John Greco,,,,,,,,,,,,,Q,Q,Q,Q,,13,CLE,,,,
Quentin Groves,,,O,O,O,Q,,Q,Q,IR,IR,IR,IR,IR,IR,IR,,13,CLE,,,,
Joe Haden,,,,,,,,,,,,,,,D,Q,,13,CLE,,,,
Montario Hardesty,IR,IR,IR,IR,IR,,,,,,,,,,,,,13,CLE,,,,
Brian Hoyer,,,,,Q,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,CLE,,,,
John Hughes,P,,,,Q,P,,,,,,,,,,Q,,13,CLE,,,,
D'Qwell Jackson,,,,,,,,,,,,,,Q,,,,13,CLE,,,,
Paul Kruger,,,,,,,,,,P,P,P,P,P,,,,13,CLE,,,,
Spencer Lanning,,,,,,,,,,,P,P,P,P,P,P,,13,CLE,,,,
Shawn Lauvao,O,D,Q,Q,,,,,,,,,,,,Q,,13,CLE,,,,
Dion Lewis,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,13,CLE,,,,
Greg Little,,,,,,,,,,,,,,,,,,13,CLE,,,,
Brandon Magee,,,,,,,Q,Q,,,,,,,,,,13,CLE,,,,
Eric Martin,P,,,,,,,,,,,Q,,,Q,,,13,CLE,,,,
Willis McGahee,,,,,,,Q,P,P,P,P,P,P,D,P,P,,13,CLE,,,,
Barkevious Mingo,D,Q,,,,,,,,,,,,,,,,13,CLE,,,,
Chris Ogbonnaya,,,,,P,Q,,P,P,P,,,,,,,,13,CLE,,,,
Chris Owens,P,,,,,,Q,P,P,P,,,IR,IR,IR,IR,,13,CLE,,,,
Jason Pinkston,IR,IR,IR,IR,IR,IR,IR,IR,IR,Q,P,,,,,Q,,13,CLE,,,,
Jordan Poyer,,,,,,,,,,,,,,,,P,,13,CLE,,,,
Bobby Rainey,,,,,,,P,,,,,,,,,,,13,CLE,,,,
Craig Robertson,,,,,,,,,,,Q,D,Q,P,,,,13,CLE,,,,
Ahtyba Rubin,Q,Q,Q,P,,,,,,,,,,P,P,,,13,CLE,,,,
Mitchell Schwartz,,,,,,,,,,,Q,P,P,P,P,P,,13,CLE,,,,
Jabaal Sheard,P,,,Q,O,Q,Q,,P,,,,,,,,,13,CLE,,,,
Buster Skrine,Q,Q,,,,,,,,,,Q,,,,,,13,CLE,,,,
Andre Smith,,,,,,,,,,,,,,Q,Q,Q,,13,CLE,,,,
Phil Taylor,,,,,,,,,,,,,,,,Q,,13,CLE,,,,
Joe Thomas,,,,,,P,,,,,,,,P,P,P,,13,CLE,,,,
Martin Wallace,,,,,,,,,,,,Q,,,,,,13,CLE,,,,
T.J. Ward,,Q,,,,,,,,,,,,P,P,Q,,13,CLE,,,,
Brandon Weeden,,,O,O,,,,,,,,,Q,Q,,,,13,CLE,,,,
Fozzy Whittaker,,,,,,,,,,,P,,,,,,,13,CLE,,,,
Billy Winn,,,,Q,O,Q,Q,Q,Q,,,,,,,,,13,CLE,,,,
Miles Austin,,,,,,,,,,,,,IR,IR,IR,IR,,14,CLE,,,,
Johnson Bademosi,,,,,,,,,D,Q,Q,,,,,,,14,CLE,,,,
Gary Barnidge,,,,,,,,,,,,,O,Q,Q,Q,,14,CLE,,,,
Travis Benjamin,,,P,,,,,,,,,,,,,,,14,CLE,,,,
Michael Bowie,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,14,CLE,,,,
Armonty Bryant,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,14,CLE,,,,
Desmond Bryant,D,Q,P,Q,P,P,P,P,P,P,P,,,Q,,Q,,14,CLE,,,,
Jordan Cameron,,Q,Q,P,P,,,D,Q,Q,D,P,Q,,,,,14,CLE,,,,
Isaiah Crowell,,,,,,,,,,,,,Q,P,,,,14,CLE,,,,
Billy Cundiff,,,,,,,,,,,,,,Q,,,,14,CLE,,,,
Karlos Dansby,,,,,,,,,,,O,Q,Q,Q,Q,,,14,CLE,,,,
Pierre Desir,P,,,,,,,,,,,,,,,,,14,CLE,,,,
Darius Eubanks,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,14,CLE,,,,
Taylor Gabriel,,,,,,,,,P,,,,,,,,,14,CLE,,,,
Justin Gilbert,,,,,,,,,,,,O,P,,,,,14,CLE,,,,
Tashaun Gipson,Q,,,,P,Q,,,,Q,,O,O,O,O,IR,,14,CLE,,,,
Josh Gordon,S,S,S,S,S,S,S,S,S,S,P,,,,,O,,14,CLE,,,,
John Greco,,,,,P,,,,,,,,,,,,,14,CLE,,,,
Joe Haden,P,,,,Q,,,,,,,,,,Q,Q,,14,CLE,,,,
Andrew Hawkins,,,,,,,,,Q,P,,,,,P,Q,,14,CLE,,,,
Brian Hoyer,,,,,,,,,P,,,,,,,Q,,14,CLE,,,,
John Hughes,Q,Q,P,,,,,IR,IR,IR,IR,IR,IR,IR,IR,P,,14,CLE,,,,
Ishmaa'ily Kitchen,,,,,,,,,,,,,,,,IR,,14,CLE,,,,
Paul Kruger,,,,,Q,Q,,,,,,,Q,,,,,14,CLE,,,,
Spencer Lanning,,,P,,,,,,,,,,,,,,,14,CLE,,,,
Jim Leonhard,P,,,,,,Q,P,,,,,,,,,,14,CLE,,,,
Alex Mack,,,,,,O,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,14,CLE,,,,
Johnny Manziel,,,,,,,,,,,,,,,,IR,,14,CLE,,,,
Eric Martin,P,Q,,,,,,,,,,,,,,,,14,CLE,,,,
Nick McDonald,O,O,O,O,O,O,,,,Q,,,P,Q,,,,14,CLE,,,,
Paul McQuistan,Q,Q,P,,,,,,,,,,,,,,,14,CLE,,,,
Barkevious Mingo,,Q,Q,P,P,P,P,P,P,P,P,P,P,,,,,14,CLE,,,,
Marlon Moore,S,P,,Q,,,,,,,Q,Q,Q,,Q,Q,,14,CLE,,,,
Robert Nelson,,,,,,,,,,,,,Q,Q,Q,,,14,CLE,,,,
Ahtyba Rubin,,,,,,Q,D,P,,,Q,Q,,,,Q,,14,CLE,,,,
Ryan Seymour,,,,,,,,,,,,,,,,Q,,14,CLE,,,,
Jabaal Sheard,,,,,,,,,,,D,Q,Q,Q,Q,Q,,14,CLE,,,,
Buster Skrine,Q,P,P,P,P,,,,,,,,,,,,,14,CLE,,,,
Rodney Smith,,,,,Q,Q,Q,Q,Q,,,,,,,,,14,CLE,,,,
Ben Tate,Q,O,O,P,P,P,,,,,,,,,,,,14,CLE,,,,
Phil Taylor,,,,,O,O,O,O,,Q,IR,IR,IR,IR,IR,IR,,14,CLE,,,,
Isaiah Trufant,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,14,CLE,,,,
Donte Whitner,,,,,,,,,,,,,,P,,,,14,CLE,,,,
K'Waun Williams,,,,,,O,P,P,,,,,,Q,Q,Q,,14,CLE,,,,
Billy Winn,,,,,Q,Q,Q,Q,Q,P,,,,,,,,14,CLE,,,,
Glenn Winston,,,,,,,,,,,,,,Q,,,,14,CLE,,,,
Christian Yount,P,,,,,,,,,,,,,,,,,14,CLE,,,,
Johnson Bademosi,,,,,P,,,,,,,,,P,,,,15,CLE,,,,
Gary Barnidge,,,,,,,P,,,,,,Q,,,,,15,CLE,,,,
Travis Benjamin,,,,P,,,,,,,,,Q,,,Q,,15,CLE,,,,
Joel Bitonio,,P,,,,,,,,O,Q,Q,IR,IR,IR,IR,,15,CLE,,,,
Dwayne Bowe,Q,Q,,,,,,,,,,,,,,,,15,CLE,,,,
Michael Bowie,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,15,CLE,,,,
Armonty Bryant,,,,,,,,,,,,P,,,,,,15,CLE,,,,
Desmond Bryant,,Q,Q,O,Q,Q,,,,,,,,,P,P,,15,CLE,,,,
Ibraheim Campbell,,,,,,,,,,Q,,,,,,,,15,CLE,,,,
Tank Carder,,,,,,,Q,,,,,,,,,,,15,CLE,,,,
Travis Coons,,,,,,,,,,,,,,Q,P,,,15,CLE,,,,
Isaiah Crowell,,,,,,Q,,P,,,,,,,P,,,15,CLE,,,,
Karlos Dansby,,Q,,P,Q,Q,,,,,,,,,,Q,,15,CLE,,,,
Pierre Desir,P,,,,,,,,,,,,,,,,,15,CLE,,,,
Shaun Draughn,,,,Q,D,Q,,,,,,,,,,,,15,CLE,,,,
Ifo Ekpre-Olomu,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,15,CLE,,,,
Cameron Erving,,,,,,,,,,,,,P,,Q,,,15,CLE,,,,
Taylor Gabriel,,,,,,,,,,,O,O,Q,,P,,,15,CLE,,,,
Charles Gaines,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,IR,,15,CLE,,,,
Justin Gilbert,Q,Q,Q,P,,,,,,,,O,O,Q,,,,15,CLE,,,,
Tashaun Gipson,,,,Q,O,O,D,Q,Q,Q,,,,,,,,15,CLE,,,,
John Greco,,,,,,,,,,,,,,,IR,IR,,15,CLE,,,,
Joe Haden,P,,,P,Q,O,O,P,IR,IR,IR,IR,IR,IR,IR,IR,,15,CLE,,,,
Brian Hartline,,,,,Q,P,,,O,P,,,Q,IR,IR,IR,,15,CLE,,,,
Andrew Hawkins,,,,,,,,O,O,P,IR,IR,IR,IR,IR,IR,,15,CLE,,,,
Rob Housler,,,,,,,IR,IR,IR,IR,IR,IR,,,,,,15,CLE,,,,
John Hughes,,,,,,,Q,P,,,,,,,,,,15,CLE,,,,
Malcolm Johnson,,,,,,,,,,,,,IR,IR,IR,IR,,15,CLE,,,,
Christian Kirksey,P,,,,,,,,,,,,,,,,,15,CLE,,,,
Paul Kruger,,,,,,,,P,,,,,,,,,,15,CLE,,,,
Alex Mack,,,,,,,,,,,,,,,Q,,,15,CLE,,,,
Johnny Manziel,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,O,,15,CLE,,,,
Josh McCown,,O,P,P,,P,,Q,O,Q,P,IR,IR,IR,IR,IR,,15,CLE,,,,
Barkevious Mingo,Q,,P,,,,,,,,,,,,,,,15,CLE,,,,
Marlon Moore,P,,,,,Q,Q,P,,,,,Q,Q,Q,O,,15,CLE,,,,
Raheem Mostert,,,,,,,,,,,,,,,,Q,,15,CLE,,,,
Nate Orchard,Q,P,,,,,P,,Q,,Q,Q,,,,,,15,CLE,,,,
Jordan Poyer,,,,,,,,O,O,Q,,,,,,,,15,CLE,,,,
Craig Robertson,,,,O,O,O,Q,Q,Q,,,,,,,,,15,CLE,,,,
Mitchell Schwartz,P,P,P,P,P,P,,,,,,,,,,,,15,CLE,,,,
Connor Shaw,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,15,CLE,,,,
Danny Shelton,,,,,,,Q,,,,,,,,,,,15,CLE,,,,
Scott Solomon,,O,O,O,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,15,CLE,,,,
Randy Starks,,,,,,,,,,,O,Q,,,,,,15,CLE,,,,
Randall Telfer,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,15,CLE,,,,
Joe Thomas,,,,,,,,,,,,,,P,Q,Q,,15,CLE,,,,
Robert Turbin,O,O,O,O,Q,Q,,,,,,,,,,,,15,CLE,,,,
Donte Whitner,,,,,P,,,,O,O,P,,,,,,,15,CLE,,,,
K'Waun Williams,Q,,O,O,P,,,P,,,,,,Q,Q,Q,,15,CLE,,,,
Tramon Williams,,,,,,,,,,,,,,,,O,,15,CLE,,,,
Glenn Winston,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,IR,,O,O,O,,15,CLE,,,,
Dominique Alexander,,,,,,,,,,,,,,Q,Q,,,16,CLE,,,,
Gary Barnidge,,,,,,Q,,,,,,,,,,,,16,CLE,,,,
Joel Bitonio,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,16,CLE,,,,
Marcus Burley,O,,,,,,O,Q,,,,,,,,,,16,CLE,,,,
Trey Caldwell,,,,,,,,,,,,,,,,O,,16,CLE,,,,
